,Unnamed: 0.1,Unnamed: 0,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,original_tweet_username,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts,neg,neu,pos,compound
5799,11782,11782,1326010133214752768,alaskachinasbi1,"Laying the chopsticks on the line in Alaska - the CCP doesn’t care what you think - they want resources, they will get it no matter what party is in power.",Your backyard ,6,105,13907,2020-11-10 03:53:58.000000,1566715628811358208,2022-09-05 09:11:28,0,@general_ben first the rains then the cold. The trenches are narrow (not wide like in WW1) and it’s going to be miserable for RU invaders from #donbas to #Kherson https://t.co/M47bLjwBJV,"[{'text': 'donbas', 'indices': [143, 150]}, {'text': 'Kherson', 'indices': [154, 162]}]",en,,0,False,0,0,,0,1053324106148524032,general_ben,False,0,0,,2022-09-05 16:03:29.959025,0.159,0.841,0.0,-0.6497
11848,24770,24770,27617754,colmsmyth,"A techy, coder, I build blocks of code so am I playing Minecraft. Data science and occasional radio tech correspondent 🇮🇪🌍",Wicklow,2139,2307,59856,2009-03-30 11:04:11.000000,1566796463618854914,2022-09-05 14:32:41,0,Hey #Putin.... Take that https://t.co/lv7a0OG9Er,"[{'text': 'Putin', 'indices': [4, 10]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-05 18:16:07.075215,0.0,1.0,0.0,0.0
18374,38702,38702,1565477381309186048,MaryToddLinco15,"I will work hard to save our democracy from republican fascists like desantis. GOP attacks on education and voting rights are UN-American 
VoteBlueToSaveDemocr",USA,37,14,209,2022-09-01 23:11:28.000000,1566881052186087425,2022-09-05 20:08:48,0,"@Heerak4Congress =LIAR

@AFLCIO #Union workers 💙🇺🇸 @POTUS #Biden 
No true self-respecting #UnionStrong American would vote for #trump /UNION BUSTING #GOP #Republicans 
 
Educated Americans ( DON'T watch #FoxNews)  and will always fight #Fascism and will #VoteBlueToSaveDemocracy https://t.co/2YmsGqobGm","[{'text': 'Union', 'indices': [32, 38]}, {'text': 'Biden', 'indices': [58, 64]}, {'text': 'UnionStrong', 'indices': [90, 102]}, {'text': 'trump', 'indices': [127, 133]}, {'text': 'GOP', 'indices': [149, 153]}, {'text': 'Republicans', 'indices': [154, 166]}, {'text': 'FoxNews', 'indices': [203, 211]}, {'text': 'Fascism', 'indices': [236, 244]}, {'text': 'VoteBlueToSaveDemocracy', 'indices': [254, 278]}]",en,,0,False,0,0,,0,1199771785148993536,Heerak4Congress,True,1566875193074544640,1199771785148993536,Heerak4Congress,2022-09-06 01:47:28.277015,0.209,0.791,0.0,-0.8387
5115,10197,10197,1496896929514536964,CforCD,"Ukraine launches the hashtag #infoterror.  Share cases of information terrorism, publish posts with this hashtag.","Kyiv, Ukraine",5,1123,469,2022-02-24 17:17:26.000000,1566704107788042241,2022-09-05 08:25:41,0,"The main topics promoted by the #RussianPropaganda last week: 
1️⃣ #Ukraine violates the rules of warfare
2️⃣ The counter-offensive of Ukraine was defeated
3️⃣ Western #weapons don't help Ukraine
Read more https://t.co/rlOhSQY7Wi
#StopRussia","[{'text': 'RussianPropaganda', 'indices': [32, 50]}, {'text': 'Ukraine', 'indices': [67, 75]}, {'text': 'weapons', 'indices': [168, 176]}, {'text': 'StopRussia', 'indices': [230, 241]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-05 12:16:24.303906,0.316,0.62,0.064,-0.8738
14372,30097,30097,2911771615,gostocksin,Our years of experience in Analysis & Investing helps us to formulate Integrated approach for Wealth Management through Financial Planning & Asset Allocation,Chennai,456,388,17137,2014-11-27 10:10:21.000000,1566827776694714369,2022-09-05 16:37:06,0,"First stagflation…then Recession….if no truce between Europe and Russia then things can go nasty…hope wisdom will prevail for the larger cause of saving people from the crisis 

#Europe 
#energytwitter 
#RussiaUkraineWar 
@dlacalle_IA 
@HenrikZeberg 
@ChrisTakushi https://t.co/aZfSKwPLjj","[{'text': 'Europe', 'indices': [178, 185]}, {'text': 'energytwitter', 'indices': [187, 201]}, {'text': 'RussiaUkraineWar', 'indices': [203, 220]}]",en,,0,False,0,0,,0,0,,True,1566806725663014912,888118103095115776,RobinBrooksIIF,2022-09-06 00:32:12.254604,0.155,0.762,0.084,-0.4404
1836,3050,3050,2750384461,nolongerfree817,,"Euless, TX",24,42,1652,2014-08-20 21:01:12.000000,1566634222131073025,2022-09-05 03:47:59,0,"@WeHearPodcast Ummm wrong! Majority of my friends are black and Asian. Out of all of them, only one had a cousin that voted for #Biden. So don't even try your #Propaganda. I hope more blacks and Asians see these posts and speak up! You Democrats use #race just to get votes, that's all.","[{'text': 'Biden', 'indices': [128, 134]}, {'text': 'Propaganda', 'indices': [159, 170]}, {'text': 'race', 'indices': [250, 255]}]",en,,0,False,0,0,,1566409086266220544,797179922087297024,WeHearPodcast,False,0,0,,2022-09-05 09:16:01.106667,0.084,0.807,0.108,0.3578
17236,36268,36268,1415305029221822464,ShehabBawazeer2,Bachelor of Economics specializes in accounting,,743,1617,11310,2021-07-14 13:40:16.000000,1566865554304032768,2022-09-05 19:07:13,0,"🇮🇹🔥📄In #Italy, electricity and energy bills are being burned en masse
#Russia #Ukraine️ #Russian #Ukrainian #UkraineRussianWar #Kyiv #USA #Europe #Assange #Ecuador #Afghanistan #RussianArmy #Russians  #RussiaInvadedUkraine #NATO #Taiwan #China #Donetsk #Donbas #Kherson https://t.co/9CeiBicnra","[{'text': 'Italy', 'indices': [7, 13]}, {'text': 'Russia', 'indices': [70, 77]}, {'text': 'Ukraine️', 'indices': [78, 87]}, {'text': 'Russian', 'indices': [88, 96]}, {'text': 'Ukrainian', 'indices': [97, 107]}, {'text': 'UkraineRussianWar', 'indices': [108, 126]}, {'text': 'Kyiv', 'indices': [127, 132]}, {'text': 'USA', 'indices': [133, 137]}, {'text': 'Europe', 'indices': [138, 145]}, {'text': 'Assange', 'indices': [146, 154]}, {'text': 'Ecuador', 'indices': [155, 163]}, {'text': 'Afghanistan', 'indices': [164, 176]}, {'text': 'RussianArmy', 'indices': [177, 189]}, {'text': 'Russians', 'indices': [190, 199]}, {'text': 'RussiaInvadedUkraine', 'indices': [201, 222]}, {'text': 'NATO', 'indices': [223, 228]}, {'text': 'Taiwan', 'indices': [229, 236]}, {'text': 'China', 'indices': [237, 243]}, {'text': 'Donetsk', 'indices': [244, 252]}, {'text': 'Donbas', 'indices': [253, 260]}, {'text': 'Kherson', 'indices': [261, 269]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-06 01:32:22.568620,0.062,0.883,0.055,-0.0772
6922,14352,14352,118794845,TraderMarcoCost,Investor. Trader. Trading Strategist. Equities. Private Financial Advisor. ÐA ℂOSTA F𝟙NANCE. Financial Power To Everyone. #Binance,StocksLand 💶💵💷,272,7893,1782868,2010-03-01 19:35:17.000000,1566731928350461955,2022-09-05 10:16:14,1,"#Russia Signals Opposition to OPEC+ Oil-Production Cut

Group of oil producers is expected to keep levels steady at its meeting Monday - WSJ","[{'text': 'Russia', 'indices': [0, 7]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-05 13:16:30.724790,0.087,0.913,0.0,-0.2732
3677,7071,7071,1566518561413152771,TigrisSibiriano,"""... und sie lügen trotzdem immer weiter ...""
#StopRussia #StandWithUkraine #DebunkingFakes #supportNAFO",Deutschland,27,6,26,2022-09-04 20:08:39.000000,1566682494845558784,2022-09-05 06:59:48,0,"@TheNewDonbass So they are going to swim to Kherson from Crimea? I wasn't aware that the russian terrorists do have so many amphibious vehicles 😂😂😂

#StopRussia #supportNAFO","[{'text': 'StopRussia', 'indices': [149, 160]}, {'text': 'supportNAFO', 'indices': [161, 173]}]",en,,0,False,0,0,,1566423729197879296,1513777664905334784,TheNewDonbass,False,0,0,,2022-09-05 11:30:40.275760,0.178,0.616,0.207,0.5574
6644,13659,13659,18717297,chrisschmitz,"Analyzing War+Strategy/OSINT.
Hope that things calm down, so that this is, like before, a weird fringe skill.
Personal Account RT+Like do not imply endorsement.",127.0.0.1,1840,3045,43379,2009-01-07 10:21:57.000000,1566727571374481408,2022-09-05 09:58:56,2,"The situation is becoming very dire very quickly for RU troops east of this line.

Approx 30km for the Troops of #ukraine, alledged to have advanced to Chkalove/Чкалове, to completely cut them off from any retreat.

Northern RU troops have ~100km over road.

#UkraineRussiaWar https://t.co/IBQKxUPsyu","[{'text': 'ukraine', 'indices': [113, 121]}, {'text': 'UkraineRussiaWar', 'indices': [259, 276]}]",en,,9,False,0,0,,0,0,,False,0,0,,2022-09-05 13:46:33.016575,0.113,0.812,0.075,-0.4378
18082,38011,38011,1528453694072754185,GoldenNuggetNFT,"My OpenSea https://t.co/gjPr7VwwDm
Price NFT 0.045",Україна,15,18,67,2022-05-22 19:12:36.000000,1566876758464495616,2022-09-05 19:51:45,0,"Rich man
My OpenSea https://t.co/U2mmFVSUsT
#NFT #NFTS #NFTcollections
#NFTProjects #NFTartists
#NFTCommmunity #nft #nftart
#NFTArts #opensea #OpenSeaNFT  #PolygonNFTs #Polygon #Ukraine #Yκpaïнa #Ukrainian #ETH #Ethereum https://t.co/tS2svWQ2oG","[{'text': 'NFT', 'indices': [44, 48]}, {'text': 'NFTS', 'indices': [49, 54]}, {'text': 'NFTcollections', 'indices': [55, 70]}, {'text': 'NFTProjects', 'indices': [71, 83]}, {'text': 'NFTartists', 'indices': [84, 95]}, {'text': 'NFTCommmunity', 'indices': [96, 110]}, {'text': 'nft', 'indices': [111, 115]}, {'text': 'nftart', 'indices': [116, 123]}, {'text': 'NFTArts', 'indices': [124, 132]}, {'text': 'opensea', 'indices': [133, 141]}, {'text': 'OpenSeaNFT', 'indices': [142, 153]}, {'text': 'PolygonNFTs', 'indices': [155, 167]}, {'text': 'Polygon', 'indices': [168, 176]}, {'text': 'Ukraine', 'indices': [177, 185]}, {'text': 'Yκpaïнa', 'indices': [186, 194]}, {'text': 'Ukrainian', 'indices': [195, 205]}, {'text': 'ETH', 'indices': [206, 210]}, {'text': 'Ethereum', 'indices': [211, 220]}]",en,,2,False,0,0,,0,0,,False,0,0,,2022-09-06 01:32:14.469325,0.0,0.865,0.135,0.5574
2224,3755,3755,334730513,eremod,"This DAO  Administers Assets to be Allocated for Global Social Programs...  It's time for Real change, in Honor of ALL those who came before US...-Azul","Azul, Earth",1200,384,9837,2011-07-13 15:43:00.000000,1566647433962176512,2022-09-05 04:40:29,0,"@FoxNews Let me write that again, since #twitter has an issue, Millions are going to Take UP Arms in My Name ...X_19_Zul #HE #JesusChrist and yes, it's going to be very real, and bloody, and I could care less if you call this a threat, what you all have been doing to me and others is #War","[{'text': 'twitter', 'indices': [40, 48]}, {'text': 'HE', 'indices': [121, 124]}, {'text': 'JesusChrist', 'indices': [125, 137]}, {'text': 'War', 'indices': [285, 289]}]",en,,2,False,0,0,,1566645316828405760,1367531,FoxNews,False,0,0,,2022-09-05 09:15:51.649174,0.153,0.761,0.086,-0.6771
3175,5855,5855,1518682189239668743,KacoBlokland,"Wuhan-Virus was released on purpose. Islam kills Freedom
Pro; Ivermectine/MAGA/BREXIT/Musk/Robert Malone 
Anti; CHINA/UN/Soros/WEF/WHO/CDC/Covid19mRNA-vaccines.",,476,58,4285,2022-04-25 20:04:23.000000,1566671851245428737,2022-09-05 06:17:31,0,SMELLING DEFEAT? PUTIN'S FAVORITE SERVANT IS RUNNING FROM THE FAILED WAR... Chechens endure heavy losses -- #UkrainerussiaWar https://t.co/VgxDfbTbQ4 via @YouTube,"[{'text': 'UkrainerussiaWar', 'indices': [108, 125]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-05 10:46:09.460339,0.446,0.443,0.11,-0.9075
17302,36382,36382,1355569149460811779,DanilH_K,,,71,6,15540,2021-01-30 17:31:04.000000,1566866252227829761,2022-09-05 19:10:00,0,@jensstoltenberg Save the defenders of Mariupol! Save the defenders of Azovstal! Save the defenders of Ukraine! Help Ukraine by a lot amount of weapon! #SaveTheDefendersofMariupol #SaveUkraine #StandWithUkraine️ #RussiaIsATerroristState,"[{'text': 'SaveTheDefendersofMariupol', 'indices': [152, 179]}, {'text': 'SaveUkraine', 'indices': [180, 192]}, {'text': 'StandWithUkraine️', 'indices': [193, 211]}, {'text': 'RussiaIsATerroristState', 'indices': [212, 236]}]",en,,0,False,0,0,,1563276862150758400,20796069,jensstoltenberg,False,0,0,,2022-09-06 01:03:52.211596,0.056,0.505,0.439,0.9212
14604,30557,30557,1552201512549601285,FoodForFika,"Rättspatos är min ledstjärna.

Det är viktigare vad man säger än vem som säger det.

⚛️ 🌍

 🇺🇦🇲🇲 🕊",,506,71,43,2022-07-27 07:58:12.000000,1566830363032403968,2022-09-05 16:47:23,1,"@JayinKyiv Look, I used to like you But u are just seeing things in black and white Old people will die 🇪🇺in without heat. And their length of life will be reduced by several years from complications.
Just because someone is worse of doesn’t make your problem invalid.🛑
#StandWithUkraine","[{'text': 'StandWithUkraine', 'indices': [270, 287]}]",en,,2,False,0,0,,1566826801510375424,1537130875296563200,JayinKyiv,False,0,0,,2022-09-05 22:32:18.016200,0.249,0.723,0.028,-0.9442
7281,15203,15203,142381669,xyz71,A trans aspie atheist #NAFO member who came here for 🇺🇦 and found some writer friends along the way. Note crazy or nasty people will be blocked.,United Kingdom,315,224,7409,2010-05-10 18:50:26.000000,1566737805153296384,2022-09-05 10:39:35,0,@valeriekeane53 Here’s some of us Brits dancing during WW2 unlike some we had gumption just like the Ukrainians.  May the Ukrainians dance while the Russians turn into Sunflowers food. 👍❤️🇺🇦❤️🇬🇧🖕🇷🇺#SlavaUkraini https://t.co/kubMFYSeTP,"[{'text': 'SlavaUkraini', 'indices': [197, 210]}]",en,,1,False,0,0,,1566404765700980736,3089963783,valeriekeane53,False,0,0,,2022-09-05 14:31:24.835413,0.0,0.937,0.063,0.3612
11301,23667,23667,1562719990528487425,MomonazTech,,,0,1,838,2022-08-25 08:35:39.000000,1566789919883902979,2022-09-05 14:06:41,0,"What are the complication associated with stomach ulcer?
#arshdeepsingh #Aashiqui3 #BORNPINK #bengalururains #Crypto #gistlovers #GMMTVSafeHouseSS4 #HouseoftheDragon #INDvsPAK #JustinBieberNoMultishow #Khalistani  #PAKvIND #UkraineRussiaWar 

https://t.co/9yNkDvzuNY","[{'text': 'arshdeepsingh', 'indices': [57, 71]}, {'text': 'Aashiqui3', 'indices': [72, 82]}, {'text': 'BORNPINK', 'indices': [83, 92]}, {'text': 'bengalururains', 'indices': [93, 108]}, {'text': 'Crypto', 'indices': [109, 116]}, {'text': 'gistlovers', 'indices': [117, 128]}, {'text': 'GMMTVSafeHouseSS4', 'indices': [129, 147]}, {'text': 'HouseoftheDragon', 'indices': [148, 165]}, {'text': 'INDvsPAK', 'indices': [166, 175]}, {'text': 'JustinBieberNoMultishow', 'indices': [176, 200]}, {'text': 'Khalistani', 'indices': [201, 212]}, {'text': 'PAKvIND', 'indices': [214, 222]}, {'text': 'UkraineRussiaWar', 'indices': [223, 240]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-05 16:46:41.206251,0.0,1.0,0.0,0.0
4461,8677,8677,191943837,caddeopaolo,"Father, @berylvx",,172,80,987,2010-09-17 19:29:20.000000,1566692974603403264,2022-09-05 07:41:27,0,"De-imperialism, localism, democracy, liberal biz and accountability are the new political keys' scenario in Ukraine.
Will EU voters understand - paying € - the importance of freewill, thus helping Ukr, hence themselves?
#PutinWarCriminal #RussiaIsATerroristState https://t.co/tIZ16jBNWf","[{'text': 'PutinWarCriminal', 'indices': [220, 237]}, {'text': 'RussiaIsATerroristState', 'indices': [238, 262]}]",en,,1,False,0,0,,0,0,,True,1566503099287707648,1053324106148524032,general_ben,2022-09-05 16:04:03.220597,0.0,0.827,0.173,0.6908
11306,23679,23679,250768990,Skercrow,Content curated by a human not a creepy algorithm. Musician / Videographer / Engineer / Producer /,Long Island New York,1801,3130,1617,2011-02-11 19:29:22.000000,1566790000250720258,2022-09-05 14:07:00,0,BOOM 😂😂💯… .⁣ .⁣ #streetfight #hoodfight  #viral #streetfights #ghettofights #ghettofight #web3 #hoodfights #schoolfight #jeru #blockchain #Putin #KanganaRanaut #DanceMasterJimin #BSC #girlfight #mma #fights #NFTdrop #cryptocurrency #NFT #Binance #Bitcoin https://t.co/YZ188MoUd8,"[{'text': 'streetfight', 'indices': [16, 28]}, {'text': 'hoodfight', 'indices': [29, 39]}, {'text': 'viral', 'indices': [41, 47]}, {'text': 'streetfights', 'indices': [48, 61]}, {'text': 'ghettofights', 'indices': [62, 75]}, {'text': 'ghettofight', 'indices': [76, 88]}, {'text': 'web3', 'indices': [89, 94]}, {'text': 'hoodfights', 'indices': [95, 106]}, {'text': 'schoolfight', 'indices': [107, 119]}, {'text': 'jeru', 'indices': [120, 125]}, {'text': 'blockchain', 'indices': [126, 137]}, {'text': 'Putin', 'indices': [138, 144]}, {'text': 'KanganaRanaut', 'indices': [145, 159]}, {'text': 'DanceMasterJimin', 'indices': [160, 177]}, {'text': 'BSC', 'indices': [178, 182]}, {'text': 'girlfight', 'indices': [183, 193]}, {'text': 'mma', 'indices': [194, 198]}, {'text': 'fights', 'indices': [199, 206]}, {'text': 'NFTdrop', 'indices': [207, 215]}, {'text': 'cryptocurrency', 'indices': [216, 231]}, {'text': 'NFT', 'indices': [232, 236]}, {'text': 'Binance', 'indices': [237, 245]}, {'text': 'Bitcoin', 'indices': [246, 254]}]",en,,3,False,0,0,,0,0,,False,0,0,,2022-09-05 17:30:57.121140,0.135,0.707,0.158,0.4767
20225,42815,42815,1259357602179235841,SoizaDavid,"I’m a child of the most high (Yahweh) who has studied end time bible prophecy regarding the Middle East region, broader world and beyond to heavens since 2005.","Brisbane, Australia 🇦🇺 ",2002,311,52871,2020-05-10 05:40:35.000000,1566914217436782594,2022-09-05 22:20:35,0,"“#US Democratic Senator, Robert Menendez, chairman of the Senate Committee on Foreign Relations, said on Monday that the #Biden administration had committed to submitting any agreement on #Iran’s #nuclear program to Congress for review.” https://t.co/uPxwwsxFkM via @timesofisrael","[{'text': 'US', 'indices': [1, 4]}, {'text': 'Biden', 'indices': [121, 127]}, {'text': 'Iran', 'indices': [188, 193]}, {'text': 'nuclear', 'indices': [196, 204]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-06 01:47:02.786239,0.0,0.868,0.132,0.6486
16774,35273,35273,962288264,TopBananaMall,"Always foraging for what feeds the soul,Photo wild flower meadow, Gardening,Antiques & Jewellery,Travel often on my bicycle,Food,Nature,Dog walks,National trust","1,New church st tetbury Gl88DS",10504,10137,83337,2012-11-21 12:08:15.000000,1566859452283772942,2022-09-05 18:42:58,0,Enamel Duck Bird Sterling S... https://t.co/cGBI1LnrMb via @topbananamall fab @topbananaantiques #dogsoftwitter #antiquejewllery #gardensoftwitter  #StandWithUkraine #antiquesilver #stopclimatechange #antiquepictures #celebritymasterchef,"[{'text': 'dogsoftwitter', 'indices': [97, 111]}, {'text': 'antiquejewllery', 'indices': [112, 128]}, {'text': 'gardensoftwitter', 'indices': [129, 146]}, {'text': 'StandWithUkraine', 'indices': [148, 165]}, {'text': 'antiquesilver', 'indices': [166, 180]}, {'text': 'stopclimatechange', 'indices': [181, 199]}, {'text': 'antiquepictures', 'indices': [200, 216]}, {'text': 'celebritymasterchef', 'indices': [217, 237]}]",en,,2,False,0,0,,0,0,,False,0,0,,2022-09-06 01:32:25.960196,0.0,0.85,0.15,0.4588
14252,29816,29816,757849184410046464,Prof_TGSchulze,Psychiatry: https://t.co/VeVM9X0MQf @lmu_Muenchen https://t.co/CifWNVQps7 https://t.co/mWx5mkHeow; Past President @ispgnet @APPAassociation; President @Foreign_CAT; Member @Doctors4Assange @leopoldina,"New York, Catalunya & 🇺🇦",7430,14512,31022,2016-07-26 08:05:00.000000,1566826073052123136,2022-09-05 16:30:20,0,#Ukraine should turn the tables and offer #Ukrainian passports to #Russian soldiers who defect. https://t.co/FuU56RQOIm,"[{'text': 'Ukraine', 'indices': [0, 8]}, {'text': 'Ukrainian', 'indices': [42, 52]}, {'text': 'Russian', 'indices': [66, 74]}]",en,,2,False,0,0,,0,0,,True,1566802944804229120,253615321,AlexWitzleben,2022-09-05 22:32:22.070681,0.146,0.854,0.0,-0.34
